"","State","County","Total","perPerson","percentageUnder18","percentageElderly","Awards","Applications"
"1","Alabama","Coosa",444,617.117117117117,0.11036036036036,0.175675675675676,12100,32747
"2","Alabama","Clay",467,578.158458244111,0.0920770877944325,0.226980728051392,12100,32747
"3","Alabama","Cleburne",488,575.819672131148,0.100409836065574,0.182377049180328,12100,32747
"4","Alabama","Bullock",515,615.533980582524,0.149514563106796,0.219417475728155,12100,32747
"5","Alabama","Crenshaw",571,556.9176882662,0.101576182136602,0.227670753064799,12100,32747
"6","Alabama","Henry",586,564.846416382253,0.110921501706485,0.218430034129693,12100,32747
"7","Alabama","Lamar",587,591.14139693356,0.0868824531516184,0.17206132879046,12100,32747
"8","Alabama","Washington",652,527.60736196319,0.0797546012269939,0.205521472392638,12100,32747
"9","Alabama","Conecuh",674,568.249258160237,0.0890207715133531,0.224035608308605,12100,32747
"10","Alabama","Fayette",677,531.757754800591,0.0782865583456425,0.236336779911374,12100,32747
"11","Alabama","Greene",689,570.391872278665,0.0769230769230769,0.271407837445573,12100,32747
"12","Alabama","Lowndes",693,564.213564213564,0.0952380952380952,0.264069264069264,12100,32747
"13","Alabama","Choctaw",758,551.451187335092,0.0712401055408971,0.286279683377309,12100,32747
"14","Alabama","Cherokee",775,545.806451612903,0.08,0.185806451612903,12100,32747
"15","Alabama","Randolph",826,588.377723970944,0.089588377723971,0.188861985472155,12100,32747
"16","Alabama","Bibb",851,538.190364277321,0.0951821386603995,0.18331374853114,12100,32747
"17","Alabama","Monroe",873,578.465063001145,0.126002290950745,0.198167239404353,12100,32747
"18","Alabama","Perry",923,563.380281690141,0.0920910075839653,0.231852654387866,12100,32747
"19","Alabama","Winston",940,527.659574468085,0.0659574468085106,0.20531914893617,12100,32747
"20","Alabama","Marion",968,563.01652892562,0.0847107438016529,0.18904958677686,12100,32747
"21","Alabama","Hale",976,556.352459016393,0.105532786885246,0.214139344262295,12100,32747
"22","Alabama","Sumter",985,600,0.0822335025380711,0.239593908629442,12100,32747
"23","Alabama","Macon",989,562.184024266936,0.0970677451971689,0.250758341759353,12100,32747
"24","Alabama","Butler",996,542.168674698795,0.113453815261044,0.241967871485944,12100,32747
"25","Alabama","Pickens",1040,545.192307692308,0.0903846153846154,0.253846153846154,12100,32747
"26","Alabama","Franklin",1069,550.046772684752,0.0916744621141253,0.177736202057998,12100,32747
"27","Alabama","Geneva",1141,557.405784399649,0.113935144609991,0.1954425942156,12100,32747
"28","Alabama","Blount",1217,562.037797863599,0.115036976170912,0.178307313064914,12100,32747
"29","Alabama","Lawrence",1237,559.417946645109,0.101050929668553,0.198868229587712,12100,32747
"30","Alabama","Wilcox",1266,571.879936808847,0.0916271721958926,0.239336492890995,12100,32747
"31","Alabama","Clarke",1286,555.987558320373,0.0979782270606532,0.20606531881804,12100,32747
"32","Alabama","Escambia",1343,571.109456440804,0.125837676842889,0.220402084884587,12100,32747
"33","Alabama","Marengo",1347,563.47438752784,0.0853749072011878,0.233110616184113,12100,32747
"34","Alabama","Chilton",1358,597.20176730486,0.103829160530191,0.175257731958763,12100,32747
"35","Alabama","Barbour",1370,578.832116788321,0.15036496350365,0.221897810218978,12100,32747
"36","Alabama","Covington",1372,558.309037900875,0.115889212827988,0.200437317784257,12100,32747
"37","Alabama","Chambers",1375,578.909090909091,0.117818181818182,0.228363636363636,12100,32747
"38","Alabama","Pike",1434,580.892608089261,0.112273361227336,0.221059972105997,12100,32747
"39","Alabama","Coffee",1441,552.394170714781,0.138098542678695,0.171408743927828,12100,32747
"40","Alabama","Tallapoosa",1467,589.638718473074,0.126107702794819,0.1826857532379,12100,32747
"41","Alabama","Autauga",1481,598.919648885888,0.145847400405132,0.141796083727211,12100,32747
"42","Alabama","Jackson",1579,545.915136162128,0.0658644711842939,0.20709309689677,12100,32747
"43","Alabama","Colbert",1822,558.726673984632,0.111416026344676,0.177277716794731,12100,32747
"44","Alabama","St. Clair",1895,557.78364116095,0.120316622691293,0.162532981530343,12100,32747
"45","Alabama","Dale",1920,594.270833333333,0.144791666666667,0.1609375,12100,32747
"46","Alabama","Russell",1928,577.800829875519,0.187759336099585,0.198651452282158,12100,32747
"47","Alabama","DeKalb",1980,550,0.105555555555556,0.207575757575758,12100,32747
"48","Alabama","Limestone",2026,568.608094768016,0.134254689042448,0.166831194471866,12100,32747
"49","Alabama","Elmore",2203,604.630049931911,0.140717203812982,0.153881071266455,12100,32747
"50","Alabama","Shelby",2494,586.607858861267,0.141940657578188,0.170809943865277,12100,32747
"51","Alabama","Cullman",2499,554.22168867547,0.094437775110044,0.186074429771909,12100,32747
"52","Alabama","Lauderdale",2501,562.175129948021,0.105957616953219,0.164334266293483,12100,32747
"53","Alabama","Marshall",2810,598.932384341637,0.11067615658363,0.17508896797153,12100,32747
"54","Alabama","Walker",2964,585.02024291498,0.0904183535762483,0.172064777327935,12100,32747
"55","Alabama","Lee",3166,597.599494630448,0.182248894504106,0.16866708780796,12100,32747
"56","Alabama","Morgan",3265,566.615620214395,0.152526799387443,0.16906584992343,12100,32747
"57","Alabama","Baldwin",3434,578.04309842749,0.177052999417589,0.167734420500874,12100,32747
"58","Alabama","Talladega",3593,548.010019482327,0.0957417200111328,0.182577233509602,12100,32747
"59","Alabama","Dallas",3674,620.577027762657,0.0974414806750136,0.224006532389766,12100,32747
"60","Alabama","Houston",3950,589.620253164557,0.167341772151899,0.16506329113924,12100,32747
"61","Alabama","Etowah",4245,573.380447585395,0.0998822143698469,0.170082449941107,12100,32747
"62","Alabama","Calhoun",4354,577.859439595774,0.113688562241617,0.144235186035829,12100,32747
"63","Alabama","Tuscaloosa",5685,565.347405452946,0.150395778364116,0.171855760773967,12100,32747
"64","Alabama","Madison",6639,588.04036752523,0.164783852989908,0.175176984485615,12100,32747
"65","Alabama","Montgomery",9497,605.243761187744,0.170790776034537,0.169000737074866,12100,32747
"66","Alabama","Mobile",14923,589.425718689272,0.155665750854386,0.198485559203913,12100,32747
"67","Alabama","Jefferson",22121,581.076804846074,0.145110980516252,0.187016861805524,12100,32747
